,inchi_key,sum,no_reactions,average,mass,experiment,plant,sum_class,inchi_keys
cicer arietinum,OTIYLZVFQIMLQH,171.43,1,171.43,302.4,0,cicer arietinum,0,{'OTIYLZVFQIMLQH-FRGMPSNRSA-N'}
cicer arietinum,TYQZWSFEJJSSQR,171.43,1,171.43,138.16,0,cicer arietinum,0,{'TYQZWSFEJJSSQR-YUHMVAQCSA-N'}
cicer arietinum,HFRZSVYKDDZRQY,169.35999,1,169.35999,208.3,0,cicer arietinum,0,{'HFRZSVYKDDZRQY-AATRIKPKSA-N'}
cicer arietinum,QXJSYJRWEUENRT,169.35999,1,169.35999,216.27,0,cicer arietinum,0,{'QXJSYJRWEUENRT-PSAUJTBTSA-N'}
cicer arietinum,ZMTPZDVBGYNPLZ,163.85228,2,81.92614,606.677,0,cicer arietinum,0,{'ZMTPZDVBGYNPLZ-YGOWEZGDSA-M'}
cicer arietinum,UGAGPNKCDRTDHP,160.28666270000002,6,26.714443783333333,271.42,0,cicer arietinum,0,"{'UGAGPNKCDRTDHP-UHFFFAOYSA-M', 'UGAGPNKCDRTDHP-UHFFFAOYSA-N'}"
cicer arietinum,OFBHPPMPBOJXRT,159.06611,4,39.766527499999995,459.26,0,cicer arietinum,0,"{'OFBHPPMPBOJXRT-DPXQIYNJSA-J', 'OFBHPPMPBOJXRT-VWJPMABRSA-N'}"
cicer arietinum,DRAVOWXCEBXPTN,158.966,1,158.966,151.13,0,cicer arietinum,0,{'DRAVOWXCEBXPTN-UHFFFAOYSA-N'}
cicer arietinum,AERBNCYCJBRYDG,158.592919,3,52.86430633333333,318.5,1,cicer arietinum,0,"{'AERBNCYCJBRYDG-KSZLIROESA-N', 'AERBNCYCJBRYDG-KSZLIROESA-O'}"
cicer arietinum,QNAYBMKLOCPYGJ,158.24906466999997,15,10.549937644666667,89.09,1,cicer arietinum,0,"{'QNAYBMKLOCPYGJ-REOHCLBHSA-N', 'QNAYBMKLOCPYGJ-UWTATZPHSA-N'}"
cicer arietinum,MVMSCBBUIHUTGJ,157.8609047,19,8.308468668421051,603.3,0,cicer arietinum,0,"{'MVMSCBBUIHUTGJ-JGQUBWHWSA-L', 'MVMSCBBUIHUTGJ-HVMPVDAASA-L', 'MVMSCBBUIHUTGJ-JGQUBWHWSA-N', 'MVMSCBBUIHUTGJ-GDJBGNAASA-N', 'MVMSCBBUIHUTGJ-GDJBGNAASA-L'}"
cicer arietinum,UYTPUPDQBNUYGX,157.71664655,5,31.54332931,151.13,1,cicer arietinum,0,{'UYTPUPDQBNUYGX-UHFFFAOYSA-N'}
cicer arietinum,XFNJVJPLKCPIBV,155.67780100000002,6,25.946300166666667,74.13,0,cicer arietinum,0,"{'XFNJVJPLKCPIBV-UHFFFAOYSA-P', 'XFNJVJPLKCPIBV-UHFFFAOYSA-N'}"
cicer arietinum,JPXZQMKKFWMMGK,154.61887,17,9.095227647058824,428.19,0,cicer arietinum,0,"{'JPXZQMKKFWMMGK-KQYNXXCUSA-K', 'JPXZQMKKFWMMGK-KQYNXXCUSA-N'}"
cicer arietinum,KDYAPQVYJXUQNY,154.244628,2,77.122314,937.2,0,cicer arietinum,0,{'KDYAPQVYJXUQNY-NCUIXIJTSA-N'}
cicer arietinum,DSOFJFHIQQEFSK,154.2445,2,77.12225,742.0,0,cicer arietinum,0,{'DSOFJFHIQQEFSK-XVNCUXIASA-M'}
cicer arietinum,ZRLAOEYZSKXGSL,154.2444,2,77.1222,747.0,0,cicer arietinum,0,{'ZRLAOEYZSKXGSL-RZRNQMRLSA-N'}
cicer arietinum,QUZHZFAQJATMCA,154.24426,2,77.12213,775.1,1,cicer arietinum,0,{'QUZHZFAQJATMCA-QAZQWDDOSA-N'}
cicer arietinum,QVTORZSLDIMFQS,150.48095999999998,3,50.16032,209.17,0,cicer arietinum,0,"{'QVTORZSLDIMFQS-NSCUHMNNSA-M', 'QVTORZSLDIMFQS-IHWYPQMZSA-M'}"
cicer arietinum,LQUHZVLTTWMBTO,149.5764555,5,29.9152911,298.5,0,cicer arietinum,0,"{'LQUHZVLTTWMBTO-UPHRSURJSA-N', 'LQUHZVLTTWMBTO-UPHRSURJSA-M'}"
cicer arietinum,VUJONJHZKSZFSA,148.597,1,148.597,262.4,0,cicer arietinum,0,{'VUJONJHZKSZFSA-UHFFFAOYSA-N'}
cicer arietinum,XXKFQTJOJZELMD,146.75494,2,73.37747,778.0,0,cicer arietinum,0,{'XXKFQTJOJZELMD-JICBSJGISA-N'}
cicer arietinum,YACUBWOKTPOMNW,145.577746,6,24.26295766666667,272.25,0,cicer arietinum,0,"{'YACUBWOKTPOMNW-UHFFFAOYSA-N', 'YACUBWOKTPOMNW-UKRRQHHQSA-N'}"
cicer arietinum,QEFRNWWLZKMPFJ,145.10924500000002,3,48.369748333333334,165.21,1,cicer arietinum,0,"{'QEFRNWWLZKMPFJ-MFXDVPHUSA-N', 'QEFRNWWLZKMPFJ-ZXPFJRLXSA-N'}"
cicer arietinum,RWKJTIHNYSIIHW,144.83,3,48.27666666666667,309.4,0,cicer arietinum,0,"{'RWKJTIHNYSIIHW-MEBVTJQTSA-M', 'RWKJTIHNYSIIHW-MEBVTJQTSA-N'}"
cicer arietinum,GACSIVHAIFQKTC,144.631105,5,28.926221,198.13,0,cicer arietinum,0,"{'GACSIVHAIFQKTC-OWOJBTEDSA-L', 'GACSIVHAIFQKTC-UPHRSURJSA-L', 'GACSIVHAIFQKTC-UPHRSURJSA-N', 'GACSIVHAIFQKTC-OWOJBTEDSA-N'}"
cicer arietinum,KBVWPCXFPMMRFY,143.30696,1,143.30696,180.16,0,cicer arietinum,0,{'KBVWPCXFPMMRFY-UHFFFAOYSA-N'}
cicer arietinum,JGUNZIWGNMQSBM,139.959996,2,69.979998,312.4,0,cicer arietinum,0,"{'JGUNZIWGNMQSBM-UINYOVNOSA-M', 'JGUNZIWGNMQSBM-UINYOVNOSA-N'}"
cicer arietinum,AAAFZMYJJHWUPN,137.775971,2,68.8879855,306.06,0,cicer arietinum,0,{'AAAFZMYJJHWUPN-TXICZTDVSA-J'}
cicer arietinum,NKBSFRFTBUHMJF,136.2282683,2,68.11413415,189.1,0,cicer arietinum,0,{'NKBSFRFTBUHMJF-UHFFFAOYSA-M'}
cicer arietinum,AUKMHZZVLPQAOX,135.68233,1,135.68233,375.4,0,cicer arietinum,0,{'AUKMHZZVLPQAOX-CDNFTCFOSA-K'}
cicer arietinum,SXDXRJZUAJBNFL,134.822276,3,44.94075866666667,325.3,0,cicer arietinum,0,"{'SXDXRJZUAJBNFL-XKSSXDPKSA-N', 'SXDXRJZUAJBNFL-XKSSXDPKSA-M'}"
cicer arietinum,SZCBXWMUOPQSOX,133.25704814,6,22.20950802333333,600.9,0,cicer arietinum,0,"{'SZCBXWMUOPQSOX-WVJDLNGLSA-N', 'SZCBXWMUOPQSOX-NLNQYMAJSA-N'}"
cicer arietinum,UQOJAGBSKPHQOG,131.047893,4,32.761973250000004,288.25,0,cicer arietinum,0,{'UQOJAGBSKPHQOG-UHFFFAOYSA-N'}
cicer arietinum,AQIVLFLYHYFRKU,130.7418193,3,43.58060643333334,363.22,0,cicer arietinum,0,"{'AQIVLFLYHYFRKU-VPENINKCSA-L', 'AQIVLFLYHYFRKU-VPENINKCSA-N'}"
cicer arietinum,RQFCJASXJCIDSX,130.61565136,17,7.683273609411764,361.2,0,cicer arietinum,0,"{'RQFCJASXJCIDSX-UUOKFMHZSA-L', 'RQFCJASXJCIDSX-UUOKFMHZSA-N'}"
cicer arietinum,WFPZSXYXPSUOPY,129.762463,8,16.220307875,589.3,0,cicer arietinum,0,"{'WFPZSXYXPSUOPY-ROYWQJLOSA-L', 'WFPZSXYXPSUOPY-ROYWQJLOSA-N', 'WFPZSXYXPSUOPY-RYRBFGMPSA-N'}"
cicer arietinum,RSQSQJNRHICNNH,128.51822,3,42.83940666666667,331.4,0,cicer arietinum,0,{'RSQSQJNRHICNNH-UKJRIFTCSA-M'}
cicer arietinum,ZGLXUQQMLLIKAN,126.30702,1,126.30702,398.4,0,cicer arietinum,0,{'ZGLXUQQMLLIKAN-SVIJTADQSA-N'}
cicer arietinum,QHWZTVCCBMIIKE,124.55052,7,17.79293142857143,385.14,0,cicer arietinum,0,"{'QHWZTVCCBMIIKE-SHYZEUOFSA-K', 'QHWZTVCCBMIIKE-SHYZEUOFSA-N'}"
cicer arietinum,XQYALQVLCNHCFT,123.9481281,5,24.78962562,402.36,0,cicer arietinum,0,"{'XQYALQVLCNHCFT-CBAPKCEASA-N', 'XQYALQVLCNHCFT-CBAPKCEASA-K'}"
cicer arietinum,DAEAPNUQQAICNR,123.6757566,15,8.24505044,411.2,0,cicer arietinum,0,"{'DAEAPNUQQAICNR-RRKCRQDMSA-K', 'DAEAPNUQQAICNR-RRKCRQDMSA-N'}"
cicer arietinum,LYIIBVSRGJSHAV,122.40236,1,122.40236,60.08,0,cicer arietinum,0,{'LYIIBVSRGJSHAV-UHFFFAOYSA-O'}
cicer arietinum,KSFOVUSSGSKXFI,122.311086,3,40.770362,560.0,0,cicer arietinum,0,{'KSFOVUSSGSKXFI-UJJXFSCMSA-L'}
cicer arietinum,UYRCHWLYXIQJKK,122.20001,1,122.20001,375.4,0,cicer arietinum,0,{'UYRCHWLYXIQJKK-HMRRIYTKSA-K'}
