,inchi_key,sum,no_reactions,average,mass,experiment,plant,sum_class,inchi_keys
malus domestica,GACDQMDRPRGCTN,135.20755599999998,17,7.953385647058823,503.24,0,malus domestica,0,"{'GACDQMDRPRGCTN-KQYNXXCUSA-N', 'GACDQMDRPRGCTN-KQYNXXCUSA-J'}"
malus domestica,SXDXRJZUAJBNFL,134.822276,3,44.94075866666667,325.3,0,malus domestica,0,"{'SXDXRJZUAJBNFL-XKSSXDPKSA-N', 'SXDXRJZUAJBNFL-XKSSXDPKSA-M'}"
malus domestica,SZCBXWMUOPQSOX,133.25704814,6,22.20950802333333,600.9,0,malus domestica,0,"{'SZCBXWMUOPQSOX-WVJDLNGLSA-N', 'SZCBXWMUOPQSOX-NLNQYMAJSA-N'}"
malus domestica,QEFRNWWLZKMPFJ,132.514,2,66.257,165.21,1,malus domestica,0,"{'QEFRNWWLZKMPFJ-MFXDVPHUSA-N', 'QEFRNWWLZKMPFJ-ZXPFJRLXSA-N'}"
malus domestica,UQOJAGBSKPHQOG,131.047893,4,32.761973250000004,288.25,0,malus domestica,0,{'UQOJAGBSKPHQOG-UHFFFAOYSA-N'}
malus domestica,WFPZSXYXPSUOPY,129.762463,8,16.220307875,589.3,0,malus domestica,0,"{'WFPZSXYXPSUOPY-ROYWQJLOSA-L', 'WFPZSXYXPSUOPY-ROYWQJLOSA-N', 'WFPZSXYXPSUOPY-RYRBFGMPSA-N'}"
malus domestica,UJLXYODCHAELLY,129.12813764,9,14.34757084888889,402.19,0,malus domestica,0,"{'UJLXYODCHAELLY-XLPZGREQSA-N', 'UJLXYODCHAELLY-XLPZGREQSA-K'}"
malus domestica,RSQSQJNRHICNNH,128.51822,3,42.83940666666667,331.4,0,malus domestica,0,{'RSQSQJNRHICNNH-UKJRIFTCSA-M'}
malus domestica,ZGLXUQQMLLIKAN,126.30702,1,126.30702,398.4,0,malus domestica,0,{'ZGLXUQQMLLIKAN-SVIJTADQSA-N'}
malus domestica,QHWZTVCCBMIIKE,124.55052,7,17.79293142857143,385.14,0,malus domestica,0,"{'QHWZTVCCBMIIKE-SHYZEUOFSA-K', 'QHWZTVCCBMIIKE-SHYZEUOFSA-N'}"
malus domestica,XQYALQVLCNHCFT,123.9481281,5,24.78962562,402.36,0,malus domestica,0,"{'XQYALQVLCNHCFT-CBAPKCEASA-N', 'XQYALQVLCNHCFT-CBAPKCEASA-K'}"
malus domestica,AQIVLFLYHYFRKU,123.92877,2,61.964385,363.22,0,malus domestica,0,"{'AQIVLFLYHYFRKU-VPENINKCSA-L', 'AQIVLFLYHYFRKU-VPENINKCSA-N'}"
malus domestica,KSFOVUSSGSKXFI,122.311086,3,40.770362,560.0,0,malus domestica,0,{'KSFOVUSSGSKXFI-UJJXFSCMSA-L'}
malus domestica,SFGDEUSMQMGAFH,122.20001,1,122.20001,346.4,0,malus domestica,0,{'SFGDEUSMQMGAFH-MJPABCAUSA-L'}
malus domestica,UYRCHWLYXIQJKK,122.20001,1,122.20001,375.4,0,malus domestica,0,{'UYRCHWLYXIQJKK-HMRRIYTKSA-K'}
malus domestica,ZTMHVINYLDVBNO,121.91058,1,121.91058,897.6,0,malus domestica,0,{'ZTMHVINYLDVBNO-FOGVYBFTSA-J'}
malus domestica,AOKQNZVJJXPUQA,120.76588530000001,2,60.382942650000004,376.24,0,malus domestica,0,{'AOKQNZVJJXPUQA-KQYNXXCUSA-M'}
malus domestica,PLSQMGZYOGSOCE,120.7658405,2,60.38292025,333.19,0,malus domestica,0,{'PLSQMGZYOGSOCE-XINAWCOVSA-L'}
malus domestica,VCCRNZQBSJXYJD,120.41,1,120.41,270.24,0,malus domestica,0,{'VCCRNZQBSJXYJD-UHFFFAOYSA-N'}
